odiNumber,dateComplaintFiled,make,model,modelYear,components,crash,fire,numberOfInjuries,numberOfDeaths,summary
11627887,11/29/2024,HYUNDAI,ELANTRA,2020,ELECTRICAL SYSTEM,False,False,0,0,The camera keeps flickering and does not stay on.
11627897,11/29/2024,HYUNDAI,ELANTRA,2020,UNKNOWN OR OTHER,False,False,0,0,Backup camera flickering
11625388,11/15/2024,HYUNDAI,ELANTRA,2020,ENGINE,False,False,0,0,Took car into closest mechanic on Saturday 11/09/24 and was informed that both engine mounts were completely shot.  Mechanic informed me car was unsafe to drive.  Had the car repaired as Hyundai service center was closed.  I contacted Hyundai on Monday 11/11/24 to let them know what happened.  Received call yesterday from case manager that since I didn't take car to Hyundai facility they would not reimburse me the money paid on the repair.  Mechanic at service station said it was unsafe to drive
11618367,10/07/2024,HYUNDAI,ELANTRA,2020,ENGINE,False,False,0,0,"My vehicle stalled. I was heading to work and vehicle just cut off while driving. The day before it had started making a strange knocking, clicking sound. It will not charge and will not start up. I have not contacted manufacturer and not inspected by manufacturer. I checked vin # but not on recall list. I have kept my car up to date with servicing.The noise it made when it started to stall was really loud and then cut off. My safety was put at risk because I take the highway to work everyday an"
11731788,04/17/2026,HYUNDAI,ELANTRA,2021,"LANE DEPARTURE,BACK OVER PREVENTION",False,False,0,0,"I am filing a complaint regarding a safety recall repair for my vehicle that is not being handled in a timely or reasonable manner by an authorized dealership Delray Hyundai 655 NE Sixth Ave, Delray Beach.    Vehicle Information: 2021 Hyundai Elantra SE VIN: [XXX]   Recall Information: NHTSA Recall #24V879000 Recall #271 – Backup Camera Inspection/Replacement  This recall involves a failure of the backup camera system, which directly impacts visibility while reversing and poses a safety risk.  T"
11731188,04/14/2026,HYUNDAI,ELANTRA,2021,ENGINE AND ENGINE COOLING,False,False,0,0,"The contact owns a 2021 Hyundai Elantra. The contact stated that while driving approximately 70 MPH, there was an abnormal sound coming from the vehicle. No warning lights were illuminated. The vehicle was towed to a dealer to be diagnosed; however, the cause of the failure was not determined. The vehicle was not repaired. The vehicle was towed back to the dealer to be diagnosed; however, the cause of the failure was still not yet determined. The vehicle was not repaired. The vehicle was towed b"
11730162,04/09/2026,HYUNDAI,ELANTRA,2021,ENGINE,False,False,0,0,"Subject: Vehicle Safety Complaint – Engine Failure – Hyundai  To Whom It May Concern,  I am submitting a vehicle safety complaint regarding a serious engine failure involving my Hyundai vehicle.  The engine experienced a failure significant enough to require replacement. This raises serious safety concerns, as sudden engine failure can result in loss of power while driving, increasing the risk of an accident.  In addition: •Hyundai Motor America has not adequately addressed the issue •My case (#"
11728698,04/02/2026,HYUNDAI,ELANTRA,2021,UNKNOWN OR OTHER,False,False,0,0,"I am filing a complaint regarding an unresolved and ongoing issue with my 2021 Hyundai Elantra N Line.  The vehicle currently has approximately 80,100 miles. This issue began when the vehicle had under 60,000 miles. At that time, I brought the vehicle to a Hyundai dealership because the check engine light was on and I was informed it was related to the EVAP system, specifically the purge valve.  I spent approximately five hours at the dealership and was told the issue had been repaired. However,"
11726986,03/25/2026,HYUNDAI,ELANTRA,2021,"ELECTRICAL SYSTEM,EXTERIOR LIGHTING,VISIBILITY/WIPER",False,False,0,0,"Daytime and night time running lights turn off and on randomly with brights engaging random as well. Turn signals not operating but intermittently and wipers not turning on intermittently. This Started in Nov 2025. First time dealership could get it in was Jan 2026, stated Multifunction switch was bad and covered under warranty, now not covered after getting it in 3.5 months later. Due to the this being a known safety concern for Hyundai Genesis with extended warranty put in place, would love a "
11722451,03/06/2026,HYUNDAI,ELANTRA,2021,"UNKNOWN OR OTHER,ENGINE",False,False,0,0,"I owned a 2021 Hyundai Elantra N Line that experienced a recurring transmission issue. In warm weather conditions the transmission would intermittently slip and stutter, causing a jerky engagement when attempting to accelerate. In cold weather the vehicle operated normally without these symptoms.  When the issue occurred, the vehicle would sometimes hesitate or fail to move forward smoothly when pressing the accelerator. This created unsafe driving situations, particularly when pulling into traf"
11719531,02/20/2026,HYUNDAI,ELANTRA,2021,"EXTERIOR LIGHTING,SEAT BELTS",False,False,0,0,"I bought my car at McGrath Hyundai in chicago in May 2021.  It’s been in their shop 30 plus times for various and repeated issues.  As of late, over the last 6 months, I have reported to them and to Hyundai, my drivers side seat belt won’t retract properly and the high mounted brake light warning continuously goes off, a dinging, stating that there is an issue.  Hyundai and McGrath repeatedly misdiagnosed and refused to fix these issues when they were first brought to their attention when under "
11717820,02/13/2026,HYUNDAI,ELANTRA,2021,"ELECTRICAL SYSTEM,SEAT BELTS",False,False,0,0,"My vehicle has been in the shop here at McGrath Hyundai in Chicago, IL 30+ times since I bought it 5/21.   Electrical, (rear), 6 horns, 6 blower motors, multiple warranty and recalls and now my front driver seat belt.   They’re refusing to fix it even though I have reported it before.  They’re saying over 60,000 miles makes it no longer under warranty.   I reported it before and they said that it was okay.   It was not okay and still isn’t okay and they think I’m going to pay $1500 to get it fix"
11712831,01/23/2026,HYUNDAI,ELANTRA,2021,"VEHICLE SPEED CONTROL,ENGINE",False,False,0,0,"How are you?  The problem with our Hyundai involves the engine and engine control system. My vehicle is equipped with the same 2.0-liter Nu GDI engine that Hyundai recalled in other 2021 and 2022 vehicles for engine stalling, internal engine damage, and fire risk. Although my VIN is not currently listed, the engine itself is identical to the recalled engines and is available for inspection.  Since early ownership, the vehicle has repeatedly hesitated, surged, and jumped when accelerating from a "
11710172,01/11/2026,HYUNDAI,ELANTRA,2021,UNKNOWN OR OTHER,True,False,1,0,"Description of the Safety Problem:  In the early morning hours of January 8, while driving my Hyundai vehicle, I ran off the road into a ditch. I was extremely disoriented and activated the vehicle’s built-in Blue Link SOS emergency assistance system for help.  I successfully connected with a Blue Link operator and repeatedly told her that I did not know where I was and that I was scared and needed assistance. While I was actively requesting help, the SOS call was disconnected.  After the discon"
11704616,12/11/2025,HYUNDAI,ELANTRA,2021,FORWARD COLLISION AVOIDANCE,False,False,0,0,"The Forward collision warning light comes on randomly at times and disables the system. It’s done this on 3 occasions. No one has inspected the vehicle. I was told everything was normal. No injuries involved. The problem has occurred 3 times now with code c1620078. The history codes show this has happened to the previous owner as well. I bought it in 7/2025 and it happened driving it home from buying it, in 11/25, and 12/10/25"
11703140,12/05/2025,HYUNDAI,ELANTRA,2021,"SEAT BELTS,UNKNOWN OR OTHER",False,False,0,0,"The horn is not working when I press the horn or on the key fob. I had it checked and the fuses were fine. The seat belt chime also does not work out of nowhere, same time the horn stopped working."
11702957,12/04/2025,HYUNDAI,ELANTRA,2021,ELECTRICAL SYSTEM,False,False,0,0,"Odometer Fraud. The contact purchased a 2021 Hyundai Elantra. The contact stated that it was discovered that there was a mileage discrepancy. The vehicle was a dealer sale. At the time of purchase, the mileage was 51,192 and at the time of receiving the vehicle from the dealer it was discovered that the mileage was 50,310."
11693336,10/14/2025,HYUNDAI,ELANTRA,2021,ENGINE,False,False,0,0,"The contact owns a 2021 Hyundai Elantra. The contact stated that there was a knocking sound coming from the engine compartment while the vehicle was idling. The RPM fluctuated and the vehicle stalled while at a complete stop, and while shifted to park(P). The contact restarted the vehicle and was able to continue driving. The check engine warning light was illuminated. The failure had occurred intermittently. The vehicle was taken to the dealer, who confirmed that the 2.0L engine was known for s"
11688392,09/19/2025,HYUNDAI,ELANTRA,2021,FORWARD COLLISION AVOIDANCE,False,False,0,0,"Forward sensors in vehicle have been failing while driving rain or snow since 2021; would go way on its own.   Most recent failure has occurred with no debris or obstruction to sensor on a clear and sunny day. The sensor failure has been stagnant and will not go away, increasing a safety concerns while driving."
11685493,09/06/2025,HYUNDAI,ELANTRA,2021,VISIBILITY/WIPER,False,False,0,0,Windshield wipers will stop midway moving and stay in place at random times while switched on. Not related to rain droplet mode. Happens at random. Obstructs view of road.
11683767,08/28/2025,HYUNDAI,ELANTRA,2021,"STEERING,ELECTRICAL SYSTEM",False,False,0,0,"The Horn never worked since I bought it in August 2023, i’ve been in a countless near accident situations where I was rendered helpless. I’ve had several instances where I get locked out of my car because the vehicle would not read the key. I tried fix the issue because I assumed it was a dead car or key battery but the same problems kept happening shortly after. I became aware of the issue with the horn not working, when I recently  purchased the vehicle. I tried to contact the ALM dealership s"
